lemma,surface_word,seed_node_count,source_node_ids,parts_of_speech,max_degree_score,best_frequency,earliest_age_of_acquisition,mean_concreteness
armor,armor,1,armor::v,v,4,3.8635429739531473,7.17,4.76
illness,illness,1,illness::n,n,94,3.8623770820263577,7.0,3.54
distress,distress,1,distress::v,v,12,3.8623770820263577,11.16,2.66
organ,organ,1,organ::n,n,212,3.861208051759506,8.72,4.77
substance,substance,1,substance::n,n,577,3.8541270066009345,9.68,3.44
moses,moses,1,moses::n,n,26,3.8541270066009345,,
jelly,jelly,2,jelly::n;jelly::v,n;v,37,3.852935525793516,4.11,4.93
calendar,calendar,1,calendar::v,v,4,3.852935525793516,5.89,4.62
northern,northern,1,northern::n,n,1110,3.8517407671805723,7.95,3.13
harsh,harsh,1,harsh::a,a,54,3.8517407671805723,10.38,2.23
cooler,cooler,1,cooler::n,n,20,3.849341344050118,6.11,4.14
herd,herd,1,herd::v,v,6,3.849341344050118,7.74,4.11
expose,expose,1,expose::v,v,24,3.849341344050118,10.68,3.46
apollo,apollo,1,apollo::n,n,25,3.849341344050118,,
pursuit,pursuit,1,pursuit::n,n,32,3.848136642911747,10.44,2.92
length,length,1,length::n,n,263,3.8469285907227793,6.05,4.07
narrow,narrow,2,narrow::n;narrow::v,n;v,405,3.8469285907227793,7.57,3.04
compromise,compromise,1,compromise::v,v,4,3.8469285907227793,9.1,1.8
automatic,automatic,1,automatic::n,n,42,3.844502358256653,9.0,2.82
satisfaction,satisfaction,1,satisfaction::n,n,45,3.843284140117335,9.53,1.9
grease,grease,1,grease::v,v,4,3.842062495199554,7.33,4.61
elements,elements,1,elements::n,n,213,3.8396088475322827,,
opposed,opposed,1,opposed::a,a,178,3.8396088475322827,,2.14
label,label,1,label::v,v,6,3.838376805622591,6.1,4.46
razor,razor,2,razor::n;razor::v,n;v,13,3.838376805622591,7.11,4.9
domestic,domestic,1,domestic::n,n,142,3.838376805622591,10.55,2.57
eighth,eighth,1,eighth::a,a,11,3.837141258610284,6.051205000000001,3.62
electronic,electronic,1,electronic::a,a,102,3.837141258610284,7.3,3.3
slick,slick,2,slick::a;slick::v,a;v,5,3.837141258610284,9.3,3.69
clamp,clamp,1,clamp::v,v,4,3.837141258610284,10.89,4.53
bean,bean,1,bean::n,n,44,3.8359021864947356,3.42,5.0
mug,mug,1,mug::n,n,15,3.8359021864947356,5.15,4.8
shovel,shovel,1,shovel::v,v,3,3.8359021864947356,6.28,4.97
conscious,conscious,1,conscious::a,a,29,3.833413386091041,10.7,2.03
nickname,nickname,1,nickname::v,v,4,3.8321636169353335,6.5,2.97
anxiety,anxiety,1,anxiety::n,n,122,3.8309102409372366,8.17,2.21
traveled,traveled,1,traveled::a,a,33,3.8283925847159903,,2.54
sponge,sponge,1,sponge::v,v,10,3.8271282621872302,5.0,5.0
feast,feast,1,feast::v,v,5,3.8271282621872302,7.81,4.3
covenant,covenant,1,covenant::v,v,3,3.825860248200595,11.3,2.69
circuit,circuit,1,circuit::v,v,5,3.824588521136958,11.78,3.83
element,element,1,element::n,n,181,3.822033840347542,10.5,3.63
bicycle,bicycle,1,bicycle::v,v,6,3.8207508424221146,4.26,4.89
copper,copper,1,copper::v,v,4,3.8194640430157984,7.95,4.52
gown,gown,1,gown::v,v,3,3.816878949181305,6.16,4.61
consideration,consideration,1,consideration::n,n,61,3.816878949181305,9.5,1.86
marching,marching,1,marching::n,n,26,3.816878949181305,,
pronounce,pronounce,1,pronounce::v,v,27,3.812972225848496,8.42,2.63
riot,riot,1,riot::v,v,6,3.812972225848496,9.95,4.45
growth,growth,1,growth::n,n,243,3.8103480820223474,6.7,2.89
ginger,ginger,1,ginger::v,v,4,3.807707985856139,8.05,4.92
stern,stern,1,stern::a,a,11,3.807707985856139,9.47,2.86
extend,extend,1,extend::v,v,80,3.807707985856139,9.89,2.93
canal,canal,1,canal::v,v,6,3.806381894804746,7.61,4.68
hay,hay,1,hay::v,v,4,3.805051742212399,5.32,4.87
purchase,purchase,1,purchase::v,v,11,3.805051742212399,8.11,2.96
roots,roots,1,roots::n,n,382,3.805051742212399,,
wealth,wealth,1,wealth::n,n,71,3.8037175031233343,8.76,2.63
companion,companion,1,companion::v,v,5,3.8023791523510724,9.58,3.75
diving,diving,1,diving::n,n,31,3.7996900138402907,,4.13
liking,liking,1,liking::n,n,21,3.798339174549332,,1.92
straw,straw,2,straw::a;straw::v,a;v,8,3.7956248252016414,4.22,4.77
meter,meter,1,meter::v,v,4,3.7942612621288925,8.56,4.7
crib,crib,1,crib::v,v,3,3.7928934043622116,6.05,4.86
carolina,carolina,1,carolina::n,n,13,3.7928934043622116,,
distinguished,distinguished,1,distinguished::a,a,207,3.791521224762864,10.78,2.14
definite,definite,1,definite::a,a,54,3.7901446959340603,8.44,2.07
applied,applied,1,applied::a,a,172,3.7901446959340603,,1.96
elbow,elbow,1,elbow::n,n,33,3.7887637902176747,4.78,5.0
rendezvous,rendezvous,1,rendezvous::v,v,3,3.7873784796909087,11.79,2.75
unpleasant,unpleasant,1,unpleasant::a,a,119,3.7859887361629028,9.32,1.91
contain,contain,1,contain::v,v,79,3.7845945311712974,7.88,2.74
comb,comb,1,comb::v,v,7,3.7831958359787325,5.5,5.0
elk,elk,1,elk::n,n,17,3.7789725176216464,7.05,4.93
carpenter,carpenter,1,carpenter::v,v,3,3.7789725176216464,7.393987000000001,4.41
brake,brake,1,brake::v,v,4,3.77755556862604,5.95,4.44
spaghetti,spaghetti,1,spaghetti::n,n,9,3.773276770646765,4.33,5.0
rib,rib,1,rib::n,n,19,3.7718410851016104,6.3,4.9
shallow,shallow,2,shallow::n;shallow::v,n;v,117,3.7718410851016104,7.0,3.45
organs,organs,1,organs::n,n,230,3.7718410851016104,,
glue,glue,1,glue::v,v,6,3.7704006377383035,4.67,4.65
poke,poke,1,poke::v,v,5,3.7675053304688895,4.95,4.22
feature,feature,1,feature::v,v,5,3.7675053304688895,7.0,2.96
sour,sour,1,sour::v,v,7,3.766050406220715,4.89,3.14
variety,variety,1,variety::n,n,527,3.761656158122623,7.89,2.13
tsk,tsk,1,tsk::v,v,8,3.761656158122623,,
dam,dam,1,dam::v,v,4,3.760181472556617,6.58,4.88
consistent,consistent,1,consistent::a,a,32,3.760181472556617,10.0,2.21
facial,facial,1,facial::n,n,23,3.760181472556617,10.28,3.62
sticky,sticky,1,sticky::a,a,85,3.7587017624985695,4.06,3.59
automobile,automobile,1,automobile::v,v,3,3.7572169935928783,7.11,4.96
exposure,exposure,1,exposure::n,n,124,3.7572169935928783,10.44,2.39
era,era,1,era::n,n,36,3.7572169935928783,11.14,2.24
resume,resume,1,resume::v,v,4,3.7557271311303673,13.47,4.0
scoop,scoop,2,scoop::n;scoop::v,n;v,9,3.754232140043416,5.14,4.15
pressing,pressing,1,pressing::n,n,23,3.754232140043416,,2.78
orbit,orbit,1,orbit::v,v,5,3.7527319849010077,7.95,3.93
adjust,adjust,1,adjust::v,v,26,3.751226629903691,8.43,2.93
suction,suction,1,suction::v,v,7,3.751226629903691,9.42,3.96
essence,essence,1,essence::n,n,19,3.751226629903691,11.9,1.66
farther,farther,1,farther::r,r,11,3.751226629903691,,2.7
oak,oak,1,oak::n,n,45,3.7497160388784523,7.35,4.82
scope,scope,1,scope::n,n,70,3.7497160388784523,9.83,3.74
republic,republic,1,republic::n,n,354,3.7497160388784523,10.83,2.81
developing,developing,1,developing::n,n,78,3.7497160388784523,,
difficulty,difficulty,1,difficulty::n,n,111,3.748200175273503,6.83,1.9
defeated,defeated,1,defeated::n,n,268,3.74667900215297,,2.59
transportation,transportation,1,transportation::n,n,46,3.7451524821914974,8.11,3.89
moose,moose,1,moose::n,n,18,3.74362057766875,5.22,4.97
constitution,constitution,1,constitution::n,n,63,3.74362057766875,9.05,3.23
butterfly,butterfly,1,butterfly::v,v,4,3.7420832504638213,3.67,4.93
barber,barber,1,barber::v,v,7,3.738992173486679,6.68,4.59
waltz,waltz,1,waltz::v,v,4,3.738992173486679,10.37,4.52
jasmine,jasmine,1,jasmine::n,n,10,3.7374383454180573,10.26,4.55
leopard,leopard,1,leopard::n,n,14,3.7343139112089085,6.84,5.0
vow,vow,1,vow::v,v,4,3.7343139112089085,9.32,2.42
tango,tango,1,tango::v,v,3,3.7311668359747228,10.67,4.1
florence,florence,1,florence::n,n,13,3.7311668359747228,,
helm,helm,1,helm::v,v,3,3.729584704964848,10.90014,3.88
ambition,ambition,1,ambition::v,v,2,3.729584704964848,11.29,1.74
erica,erica,1,erica::n,n,4,3.729584704964848,,
choir,choir,1,choir::v,v,4,3.7264030461786586,6.53,4.34
corrupt,corrupt,1,corrupt::v,v,15,3.7264030461786586,11.5,2.03
asia,asia,1,asia::n,n,678,3.7248034330188657,,
einstein,einstein,1,einstein::n,n,16,3.7231979063034473,,
sole,sole,1,sole::v,v,6,3.721586422146868,7.06,4.11
text,text,1,text::v,v,14,3.719968936173249,7.78,4.93
carbon,carbon,1,carbon::n,n,140,3.719968936173249,10.55,4.22
shoo,shoo,1,shoo::v,v,5,3.719968936173249,,
marble,marble,1,marble::v,v,7,3.7183454035090353,7.05,4.85
allowance,allowance,1,allowance::v,v,7,3.716715778775527,6.95,3.07
boogie,boogie,1,boogie::v,v,4,3.716715778775527,9.72,3.23
videotape,videotape,1,videotape::v,v,3,3.715080016081268,9.37,4.92
abraham,abraham,1,abraham::n,n,17,3.715080016081268,,
strap,strap,1,strap::v,v,6,3.713438069014291,5.61,4.79
banquet,banquet,1,banquet::v,v,5,3.713438069014291,8.35,4.0
buddha,buddha,1,buddha::n,n,7,3.713438069014291,,
jade,jade,2,jade::a;jade::n,a;n,10,3.7068074901152777,10.17,4.38
reserved,reserved,1,reserved::a,a,35,3.705133906225712,,2.04
buckle,buckle,1,buckle::v,v,4,3.70345384810769,6.42,4.71
camel,camel,1,camel::n,n,19,3.7017672654757545,5.11,4.93
region,region,1,region::n,n,614,3.7017672654757545,9.14,3.19
flavor,flavor,1,flavor::v,v,11,3.7000741074563095,6.3,3.55
visible,visible,1,visible::a,a,127,3.696667858764398,8.05,3.08
par,par,1,par::v,v,11,3.696667858764398,10.16,2.26
columbus,columbus,1,columbus::n,n,11,3.696667858764398,,
sketch,sketch,1,sketch::v,v,5,3.694954663320278,9.0,4.56
humming,humming,1,humming::n,n,7,3.693234682926004,,4.17
venus,venus,1,venus::n,n,20,3.689774150816498,8.5556,4.54
sensation,sensation,1,sensation::n,n,93,3.689774150816498,9.17,2.87
numb,numb,1,numb::v,v,5,3.689774150816498,9.26,3.1
columbia,columbia,1,columbia::n,n,21,3.689774150816498,,
ciao,ciao,1,ciao::n,n,11,3.689774150816498,,
crop,crop,1,crop::n,n,73,3.6880334892401962,7.63,4.24
separation,separation,1,separation::n,n,51,3.6880334892401962,8.89,2.96
partial,partial,1,partial::n,n,68,3.6862858229706763,9.68,2.31
suitable,suitable,1,suitable::a,a,234,3.6862858229706763,9.78,1.93
pension,pension,1,pension::v,v,5,3.6862858229706763,13.28,3.89
fabric,fabric,1,fabric::n,n,235,3.682769249247839,6.68,4.63
reply,reply,1,reply::n,n,29,3.682769249247839,7.74,2.96
broom,broom,2,broom::n;broom::v,n;v,28,3.679223968483189,5.5,4.89
quarterback,quarterback,2,quarterback::n;quarterback::v,n;v,7,3.679223968483189,7.63,4.61
estimate,estimate,1,estimate::v,v,19,3.679223968483189,8.78,2.65
voodoo,voodoo,1,voodoo::v,v,3,3.679223968483189,10.53,2.59
violin,violin,1,violin::n,n,42,3.677440415742772,7.45,4.96
formed,formed,1,formed::a,a,649,3.6756495081248914,,3.04
raft,raft,1,raft::v,v,3,3.6738511847193283,7.35,5.0
bunker,bunker,1,bunker::v,v,4,3.672045383856066,9.5,4.79
limb,limb,1,limb::n,n,45,3.6702320430925974,7.16,4.64
verse,verse,1,verse::v,v,7,3.6702320430925974,8.17,3.19
tutor,tutor,1,tutor::v,v,4,3.6647461451145666,8.65,4.28
coconut,coconut,1,coconut::n,n,14,3.662902004416196,6.5,4.79
cement,cement,2,cement::n;cement::v,n;v,21,3.662902004416196,6.89,4.97
heroic,heroic,1,heroic::n,n,27,3.662902004416196,8.2,1.85
curfew,curfew,1,curfew::n,n,4,3.662902004416196,10.26,2.73
phenomenon,phenomenon,1,phenomenon::n,n,54,3.662902004416196,11.94,2.26
supporting,supporting,1,supporting::n,n,73,3.662902004416196,,2.52
flee,flee,1,flee::v,v,21,3.661049999554603,8.33,3.67
garrison,garrison,1,garrison::v,v,5,3.661049999554603,14.88,
spear,spear,1,spear::v,v,5,3.659190063170479,7.22,5.0
britain,britain,1,britain::n,n,96,3.659190063170479,,
protein,protein,1,protein::n,n,131,3.6554461220366044,10.39,3.66
growling,growling,1,growling::n,n,8,3.6554461220366044,,3.82
grill,grill,2,grill::n;grill::v,n;v,12,3.649768989144914,6.53,4.86
divided,divided,1,divided::a,a,266,3.649768989144914,,3.27
inconvenience,inconvenience,1,inconvenience::v,v,8,3.647859999337583,9.37,1.73
grudge,grudge,1,grudge::v,v,5,3.647859999337583,10.42,2.14
supernatural,supernatural,1,supernatural::n,n,49,3.6459425812918607,11.11,2.04
missouri,missouri,1,missouri::n,n,31,3.6459425812918607,,
lowest,lowest,2,lowest::a;lowest::r,a;r,11,3.6459425812918607,,
parallel,parallel,1,parallel::v,v,7,3.6440166602558226,9.95,3.16
imaginary,imaginary,1,imaginary::n,n,85,3.6401390051926206,6.47,1.74
ax,ax,1,ax::v,v,6,3.6381871165950987,6.317630000000001,4.9
immune,immune,1,immune::n,n,24,3.6381871165950987,12.32,2.43
organic,organic,1,organic::n,n,205,3.6362264158295705,13.68,2.68
container,container,1,container::n,n,156,3.634256822966666,6.5,4.85
tackle,tackle,1,tackle::n,n,8,3.634256822966666,9.3,4.28
linked,linked,1,linked::a,a,50,3.634256822966666,,3.36
gap,gap,1,gap::v,v,3,3.6322782569845784,8.22,3.92
pasta,pasta,1,pasta::n,n,43,3.6282938759929895,5.78,4.86
canvas,canvas,1,canvas::v,v,3,3.6282938759929895,8.15,4.78
betrayal,betrayal,1,betrayal::n,n,8,3.6282938759929895,9.78,1.76
visa,visa,1,visa::v,v,4,3.6282938759929895,12.17,4.38
shampoo,shampoo,1,shampoo::v,v,3,3.626287893295391,5.39,4.68
petition,petition,1,petition::v,v,6,3.626287893295391,11.06,4.12
padre,padre,1,padre::n,n,8,3.626287893295391,11.39,4.6
represented,represented,1,represented::a,a,109,3.622247915493651,,
extended,extended,1,extended::a,a,88,3.622247915493651,,2.34
tenth,tenth,1,tenth::a,a,11,3.6202137455831975,5.411785000000001,3.07
batch,batch,1,batch::v,v,3,3.6202137455831975,6.74,3.8
groove,groove,2,groove::n;groove::v,n;v,29,3.6202137455831975,8.39,3.79
locking,locking,1,locking::n,n,15,3.6202137455831975,,3.48
saigon,saigon,1,saigon::n,n,6,3.6202137455831975,,
mop,mop,1,mop::v,v,8,3.618170003073211,5.11,4.97
oregon,oregon,1,oregon::n,n,40,3.618170003073211,,
trumpet,trumpet,1,trumpet::v,v,4,3.6161165974421525,6.28,4.86
relation,relation,1,relation::n,n,204,3.6161165974421525,8.11,2.11
occupation,occupation,1,occupation::n,n,93,3.6161165974421525,10.89,3.68
crate,crate,1,crate::v,v,5,3.614053436878379,7.06,4.93
delilah,delilah,1,delilah::n,n,8,3.614053436878379,,
extent,extent,1,extent::n,n,212,3.6098974771072214,10.72,1.44
northwest,northwest,2,northwest::a;northwest::r,a;r,7,3.603588003200214,8.22,3.59
charleston,charleston,1,charleston::v,v,3,3.603588003200214,,
vanilla,vanilla,1,vanilla::n,n,31,3.6014643095703587,4.8,4.68
formation,formation,1,formation::n,n,173,3.6014643095703587,9.67,3.23
splitting,splitting,1,splitting::a,a,30,3.6014643095703587,,3.33
ale,ale,1,ale::n,n,29,3.599330180057673,10.16,4.65
spitting,spitting,1,spitting::n,n,8,3.599330180057673,,4.18
dislike,dislike,1,dislike::v,v,6,3.595030199564949,5.42,1.7
erotic,erotic,1,erotic::n,n,14,3.595030199564949,12.63,2.26
bundle,bundle,1,bundle::v,v,4,3.592864137808441,7.06,4.22
microwave,microwave,1,microwave::n,n,26,3.592864137808441,7.67,4.34
addiction,addiction,1,addiction::n,n,28,3.592864137808441,12.11,2.85
hunted,hunted,1,hunted::a,a,9,3.5906872185541667,,
dye,dye,1,dye::v,v,12,3.5884993324059913,7.56,4.58
aspect,aspect,1,aspect::n,n,65,3.5884993324059913,10.35,1.82
beacon,beacon,1,beacon::v,v,4,3.5884993324059913,11.37,4.38
boxer,boxer,1,boxer::n,n,26,3.586300368306053,7.95,4.63
hare,hare,1,hare::v,v,5,3.584090213500936,6.78,4.88
crusade,crusade,1,crusade::v,v,12,3.5818687535069778,10.45,2.78
scenery,scenery,1,scenery::n,n,30,3.579635872074686,9.7,3.38
rival,rival,1,rival::a,a,5,3.579635872074686,10.0,3.03
paddle,paddle,1,paddle::v,v,4,3.5751353708480096,6.58,4.8
catcher,catcher,1,catcher::n,n,14,3.5751353708480096,7.63,4.44
grind,grind,1,grind::v,v,12,3.5728675093921876,8.37,3.97
layer,layer,1,layer::v,v,13,3.5705877430972888,8.28,3.52
mink,mink,1,mink::n,n,4,3.5705877430972888,10.32,4.58
jamaica,jamaica,1,jamaica::n,n,21,3.5705877430972888,,
arch,arch,1,arch::v,v,5,3.568295946317704,8.26,4.59
devices,devices,1,devices::n,n,71,3.568295946317704,,
continent,continent,1,continent::n,n,43,3.56599199140814,8.35,4.34
overhead,overhead,1,overhead::n,n,34,3.56599199140814,9.138014999999998,3.6
backpack,backpack,1,backpack::v,v,3,3.563675748680959,5.38,4.96
loft,loft,1,loft::v,v,3,3.563675748680959,11.05,4.32
broker,broker,1,broker::v,v,3,3.5613470863623764,10.94,4.03
stated,stated,1,stated::a,a,51,3.5590058705474736,,2.7
chalk,chalk,1,chalk::v,v,5,3.5566519651539963,4.47,4.9
lasagna,lasagna,1,lasagna::n,n,8,3.5566519651539963,5.0,4.89
referee,referee,1,referee::v,v,7,3.5566519651539963,7.61,4.43
bulletin,bulletin,1,bulletin::v,v,3,3.5566519651539963,10.28,4.72
aged,aged,1,aged::a,a,12,3.5566519651539963,,3.14
canoe,canoe,1,canoe::v,v,4,3.554285231874889,6.63,4.86
decoy,decoy,1,decoy::v,v,4,3.554285231874889,9.44,4.34
cinch,cinch,1,cinch::v,v,5,3.554285231874889,10.72,3.07
mist,mist,1,mist::v,v,6,3.5519055301295346,6.95,4.51
indication,indication,1,indication::n,n,28,3.5519055301295346,12.0,1.97
ensign,ensign,1,ensign::n,n,8,3.5519055301295346,13.575047000000001,
shaped,shaped,1,shaped::a,a,446,3.5519055301295346,,2.56
select,select,1,select::v,v,15,3.5495127170136445,8.0,2.48
countryside,countryside,1,countryside::n,n,6,3.5495127170136445,8.0,4.48
declaration,declaration,1,declaration::n,n,29,3.5495127170136445,11.4,2.52
perception,perception,1,perception::n,n,60,3.5495127170136445,11.53,2.0
beads,beads,1,beads::n,n,25,3.5495127170136445,,
stool,stool,1,stool::v,v,4,3.547106647247766,6.21,4.9
alligator,alligator,1,alligator::v,v,9,3.544687173124353,4.78,4.96
recess,recess,1,recess::v,v,3,3.544687173124353,6.33,3.07
sap,sap,1,sap::n,n,82,3.544687173124353,7.53,4.37
significance,significance,1,significance::n,n,48,3.544687173124353,10.11,1.68
sung,sung,1,sung::n,n,37,3.544687173124353,,3.08
baking,baking,1,baking::n,n,39,3.542254144453354,,4.1
knuckles,knuckles,1,knuckles::n,n,17,3.5398074085062667,5.348451000000001,4.87
lava,lava,1,lava::n,n,20,3.5398074085062667,6.44,4.82
mixing,mixing,1,mixing::n,n,44,3.5398074085062667,,
ph,ph,1,ph::n,n,36,3.5398074085062667,,
singapore,singapore,1,singapore::n,n,11,3.5398074085062667,,
southwest,southwest,2,southwest::a;southwest::r,a;r,6,3.53734680995861,8.89,3.25
glance,glance,1,glance::v,v,7,3.53734680995861,9.22,3.48
keg,keg,1,keg::n,n,10,3.53734680995861,13.41,4.75
taiwan,taiwan,1,taiwan::n,n,22,3.53734680995861,,
deceive,deceive,1,deceive::v,v,44,3.5348721908307543,8.68,1.68
sigh,sigh,1,sigh::v,v,8,3.53238339042706,7.39,3.89
terrace,terrace,1,terrace::v,v,5,3.53238339042706,9.89,4.67
jacks,jacks,1,jacks::n,n,10,3.53238339042706,,
reindeer,reindeer,1,reindeer::n,n,25,3.5298802452732554,3.58,4.7
beatrice,beatrice,1,beatrice::n,n,5,3.5298802452732554,,
wallpaper,wallpaper,1,wallpaper::v,v,3,3.527362589052009,6.55,4.62
cautious,cautious,1,cautious::n,n,10,3.527362589052009,8.25,1.81
glimpse,glimpse,1,glimpse::v,v,5,3.527362589052009,9.24,3.08
employ,employ,1,employ::v,v,11,3.527362589052009,11.41,2.41
notch,notch,1,notch::v,v,4,3.5248302525366135,8.47,4.23
norm,norm,1,norm::n,n,33,3.5248302525366135,9.84,2.11
summit,summit,1,summit::v,v,4,3.5248302525366135,10.11,4.21
oatmeal,oatmeal,1,oatmeal::n,n,9,3.522283063522734,4.5,4.93
inclined,inclined,1,inclined::a,a,90,3.522283063522734,10.63,2.64
southeast,southeast,2,southeast::a;southeast::r,a;r,6,3.5171434238703227,8.63,3.8
deciding,deciding,1,deciding::a,a,6,3.5171434238703227,,
crust,crust,1,crust::v,v,4,3.514550613292043,5.95,4.59
maple,maple,1,maple::n,n,53,3.511942230184515,5.94,4.46
pitcher,pitcher,1,pitcher::n,n,54,3.511942230184515,6.42,4.93
slate,slate,1,slate::n,n,15,3.511942230184515,9.25,4.58
irresistible,irresistible,1,irresistible::a,a,13,3.511942230184515,10.16,2.0
rouge,rouge,1,rouge::v,v,3,3.511942230184515,12.33,3.77
nobel,nobel,1,nobel::n,n,12,3.511942230184515,,
northeast,northeast,2,northeast::a;northeast::r,a;r,7,3.509318086358366,7.47,3.83
valid,valid,1,valid::a,a,33,3.509318086358366,8.94,2.27
prejudice,prejudice,1,prejudice::v,v,3,3.506677990192158,9.67,2.22
injustice,injustice,1,injustice::n,n,10,3.506677990192158,10.89,1.4
brigade,brigade,1,brigade::v,v,4,3.506677990192158,11.58,4.3
parachute,parachute,1,parachute::v,v,8,3.5040217465484176,7.0,4.78
filter,filter,1,filter::v,v,6,3.5040217465484176,8.05,4.59
casket,casket,1,casket::v,v,3,3.5040217465484176,8.26,4.86
flour,flour,1,flour::v,v,5,3.501349156687091,6.89,4.97
crisp,crisp,2,crisp::n;crisp::v,n;v,51,3.501349156687091,7.22,3.69
raving,raving,1,raving::r,r,3,3.501349156687091,,2.48
tar,tar,1,tar::v,v,5,3.4986600181763094,7.22,4.78
deception,deception,1,deception::n,n,39,3.4986600181763094,10.0,1.86
